Date,Record Number,Record Type,Address,City,ZIP,State,Country,Description,Permit Name,Status
2/11/2019,BM-201900777,Residential - HVAC,795 FRASER ST SE,Atlanta,30315,GA,United States,HVAC Install,795 Fraser St SE,Issued
2/11/2019,BA-201900986,Arborist Complaint,3093 WEST PINE VALLEY RD NW,Atlanta,30305,GA,United States,Stop work,Stop work,Site Compliance
2/11/2019,BT-201900323,Temporary Power,229 MORELAND AVE SE,Atlanta,30316,GA,United States,Temp Power,229 Moreland Ave,Issued
2/11/2019,BE-201901719,Residential - Electrical,9 ADAIR AVE SE,Atlanta,30315,GA,United States,"UPGRADE DEVICES, SOME PANEL WORK",RESIDENTIAL/ELECTRICAL/GENERAL,Issued
2/11/2019,19TMP-005319,Water Heater,2232 DUNSEATH AVE,Atlanta,,GA,United States,wh replacement,2232 DUNSEATH AVENUE NORTHWEST 414,
2/11/2019,BP-201900906,Residential - Plumbing,1532 AVON AVE SW,Atlanta,30311,GA,United States,"Installing main shut off to water supply, prv, and distribute water supply rough hot and cold to water heater, kitchen sink, tub and shower, bathroom sink, and cold water supply rough to toilet, and two hose bibs.",1532 Avon Ave,Issued
2/11/2019,BE-201901716,Commercial - Electrical,3343 PEACHTREE RD NE,Atlanta,,GA,United States,"1.) Add down lights, Add power for water heater, Add (8) GFCI's, Add ceiling sensors",AFC Restrooms 18th Floor,ACA Pending
2/11/2019,BA-201900984,Arborist Dead Dying Hazardous Tree,197 15TH ST NW,Atlanta,30318,GA,United States,DDH Inspection,DDH Inspection,Issued
2/11/2019,ZLA-201900710,Business Licenses,415 GARTRELL ST SE,Atlanta,30312,GA,United States,THE CLEANING MASTERS - UNIT #11(CHANGE OF ADDRESS)DOMESTIC LLC CLEANING SERVICE,THE CLEANING MASTERS - UNIT #11,License Approved
2/11/2019,ZLA-201900707,Business Licenses,3550 LENOX RD NE,Atlanta,30342,GA,United States,POWERONE LOGISTICS LLC - SUITE #2100FREIGHT BROKER (OFFICE USE ONLY),POWERONE LOGISTICS LLC - SUITE #2100,License Approved
2/11/2019,BE-201901715,Commercial - Electrical,3343 PEACHTREE RD NE,Atlanta,,GA,United States,"1.) Add new down lights, Add (8) new GFCI's, Add power for water heater, Add ceiling sensors",AFC Restrooms 19th Floor,ACA Pending
2/11/2019,BM-201900779,Commercial - HVAC,3343 PEACHTREE RD NE,Atlanta,,GA,United States,Including but not limited to duct alterations and installation of new air distribution and terminal units.,Atlanta Financial Center - 19th Floor HVAC,Issued
2/11/2019,BA-201900991,Arborist Plan Review,995 BATTLE CREEK WAY NW,Atlanta,30327,GA,United States,,FREEMAN NEW 2 STORY SINGLE FAMILY/BASEMENT/RETAINING WALL/ SITE WORK,Accepted
2/11/2019,BE-201901714,Residential - Electrical,1858 BAYBERRY DR SW,Atlanta,30311,GA,United States,WIRING APPROVAL FOR GA. WORK ALREADY DONE,RESIDENTIAL/ELECTRICAL/GENERAL,Issued
2/11/2019,BP-201900904,Commercial - Plumbing,3343 PEACHTREE RD NE,Atlanta,,GA,United States,Including but not limited to installation of new plumbing and fixtures.,Atlanta Financial Center - 19th Floor Plumbing,Issued
2/11/2019,ORR-201900247,Open Record Request,1149 HALL AVE SE,Atlanta,30316,GA,United States,NPU plan approved for variance application / acceptance.  Plans.,1149 Hall Ave - ORR,Open
2/11/2019,BE-201901713,Residential - Electrical,1121 OAKLAND DR SW,Atlanta,30310,GA,United States,REWIRE,RESIDENTIAL/ELECTRICAL/GENERAL,Issued
2/11/2019,BE-201901722,Residential - Electrical,1410 LANVALE DR SW,Atlanta,30310,GA,United States,REPAIR OF MAIN SERVICE,RESIDENTIAL / ELECTRICAL - GENERAL,Issued
2/11/2019,ZLA-201900711,Alcohol Licenses,675 PONCE DE LEON AVE NE,Atlanta,30308,GA,United States,RETAIL PACKAGE WINE,THE ROEBUCK (11TH FLOOR),License Approved
2/11/2019,ZLA-201900709,Business Licenses,1016 HOWELL MILL RD NW,Atlanta,30318,GA,United States,LAMB MILLWORK LLC - #3501FINISH & TRIM CARPENTRY (BUSINESS LISTING),LAMB MILLWORK LLC - #3501,License Approved
2/11/2019,19TMP-005307,Commercial - Electrical,3193 HOWELL MILL RD NW,Atlanta,30327,GA,United States,,,
2/11/2019,QCR-2019-00738,Commercial QCR,1166 LOGAN CIR NW,Atlanta,,GA,United States,Interior build out of 2nd gen space to also include MEP's and addition of  new exterior stairs.,Carter's Photo Studio,Plan Inspection
2/11/2019,19CAP-00000190,Building Complaint,1347 RICHLAND RD SW,Atlanta,30310,GA,United States,WORKING WITHOUT PERMITS--remodeling house without permits/plans per T Moon,Stop Work Case,Assigned to Inspector
2/11/2019,19CAP-00000189,Building Complaint,1412 RICHLAND RD SW,Atlanta,30310,GA,United States,WORKING WITHOUT A PERMIT--site completed a fire ruling accessment in Sept.  Possibly completing repairs without permits.,Stop Work Case,Assigned to Inspector
2/11/2019,BP-201900902,Residential - Plumbing,1320 MIDDLESEX AVE NE,Atlanta,30306,GA,United States,Installation of sewer and water service lines to house,1320 Middlesex Ave,Issued
2/11/2019,ORR-201900246,Open Record Request,315 14TH ST NW,Atlanta,30318,GA,United States,inspections and co,315 14th St. ORR,Request Completed
2/11/2019,BM-201900775,Residential - HVAC,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,HVAC Install,"229 Peachtree Hills Ave, Lot 4",Issued
2/11/2019,BM-201900774,Residential - HVAC,1453 CORETTA SCOTT VIEW NW,Atlanta,30318,GA,United States,New Construction HVAC,Lot 65 West Town,Online Permit Pending
2/11/2019,BM-201900772,Residential - HVAC,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,HVAC Install,"229 Peachtree Hills Ave, Lot 3",Issued
2/11/2019,BT-201900324,Temporary Power,718 LEXINGTON AVE SW,Atlanta,30310,GA,United States,Temporary Power,718 Lexington,Issued
2/11/2019,BM-201900771,Residential - HVAC,90 WHITAKER CIR NW,Atlanta,,GA,United States,INSTALL 3 TON HEAT PUMP SYSTEM,RESIDENTIAL/HVAC,Issued
2/11/2019,BE-201901707,Commercial - Electrical,3750 PEACHTREE RD NE,Atlanta,30319,GA,United States,Rewire Apartment for new electrical,Canterbury Ct 915,Online Permit Pending
2/11/2019,QCR-2019-00737,Residential QCR,1934 WESTWOOD AVE SW,Atlanta,30310,GA,United States,"ERECT 2ND STORY ADDITION,INTERIOR AND EXTERIOR RENOVATIONS AND ALTERATIONS",CLAY RESIDENCE,Plan Inspection
2/11/2019,BM-201900770,Residential - HVAC,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,HVAC Install,"229 Peachtree Hills Ave, Lot 2",Issued
2/11/2019,BM-201900764,Commercial - HVAC,2260 MARIETTA BLVD NW,Atlanta,30318,GA,United States,Gas inspection to Water heaters,Primose of Atlanta Gas,Online Permit Pending
2/11/2019,BP-201900899,Commercial - Plumbing,1175 PEACHTREE ST NE,Atlanta,30309,GA,United States,Install new sink and tankless hot water heater and all associated utilities,"Schusterman Family Foundation, Ste 2050 (LC)(CO)",Issued
2/11/2019,BE-201901710,Commercial - Electrical,642 NORTHSIDE DR NW,Atlanta,30318,GA,United States,,GRACE MIDTOWN SITE WORK,Pending - Contractor
2/11/2019,BM-201900773,Commercial - HVAC,642 NORTHSIDE DR NW,Atlanta,30318,GA,United States,,GRACE MIDTOWN SITE WORK,Pending - Contractor
2/11/2019,BP-201900900,Commercial - Plumbing,642 NORTHSIDE DR NW,Atlanta,30318,GA,United States,,GRACE MIDTOWN SITE WORK,Pending - Contractor
2/11/2019,BP-201900914,Residential - Fire Sprinkler,207 MILLS ST NW,Atlanta,30313,GA,United States,Fire Sprinkler System - NFPA 13R,Centennial Place IV (Block L-Building L2),ACA Pending
2/11/2019,BA-201901018,Arborist Complaint,2861 PETE ST NW,Atlanta,30318,GA,United States,"Site compliance inspection, likely tree removal at rear prompted by building inspector",Site compliance,Site Compliance
2/11/2019,QCR-2019-00747,Residential QCR,56 BOULEVARD SE,Atlanta,30312,GA,United States,THE REMOVAL OF A SMALL RETAINING WALL THAT BLOCKS ACCESS TO MY SIDE YARD FOR LAWN MAINTENANCE DUE TO  THE OWNER,RICKS RESIDENCE,Create Application
2/11/2019,BM-201900788,Commercial - HVAC,675 PONCE DE LEON AVE NE,Atlanta,30308,GA,United States,Including but not limited to duct alterations and installation of new terminal units and air distribution.,Whitebox Ponce City Market,Issued
2/11/2019,BA-201901013,Arborist Complaint,1466 NORRIS PL NW,Atlanta,30314,GA,United States,Stop Work,Stop Work,Stop Work
2/11/2019,19TMP-005389,Commercial - Low Voltage,309 EAST PACES FERRY RD NE,Atlanta,30305,GA,United States,Fire Alarm Modifications,"Terra Worldwide Logistics, Suite 800 (LC) (CO)",
2/11/2019,BE-201901739,Commercial - Electrical,2045 PEACHTREE RD NE,Atlanta,30309,GA,United States,Panel and AC upgrade,8 Story Building,ACA Pending
2/11/2019,QCR-2019-00745,Commercial QCR,150 FAIRFIELD PL NW,Atlanta,30314,GA,United States,Interior renovation for 26 unit apartment complex,150 Fairfield pl Bldg 2,Create Application
2/11/2019,BB-201901011,Commercial Alteration,3201 ATLANTA INDUSTRIAL PKWY NW,Atlanta,30331,GA,United States,"RESTAURANT TO RESTAURANT / INTERIOR ALTERATION PAINTING. NO MEP WORK TO BE DONE, ALREADY EXISTING.",KINGS CORNBEEF AND DELI (LC) (CO),Routed for Review
2/11/2019,BB-201901014,Residential Addition,1265 OAK GROVE AVE SE,Atlanta,30316,GA,United States,Interior alterations with bedroom addition to rear.ADDITION OF BEDROOM AND BATHROOM AND DECK,Oak Grove addition OF BEDROOM AND BATHROOM AND DECK,Open
2/11/2019,ZLA-201900732,Business Licenses,3481 PINESTREAM RD NW,Atlanta,30327,GA,United States,BUSINESS LISTING ONLY FOR HOME OCCUPATION,MORSE DESIGN,License Approved
2/11/2019,ZLA-201900731,Alcohol Licenses,742 CATHERINE ST SW,Atlanta,30310,GA,United States,"NON PROFIT SPECIAL EVENT W/LIQUOR, WINE, BEER CONSUMED ON PREMESIS. SUNDAY, MAY 5, 2019 FROM 1PM -4PM",PICNIC IN THE PARK,License Approved
2/11/2019,ORR-201900249,Open Record Request,2260 MARIETTA BLVD NW,Atlanta,30318,GA,United States,All documents related to the building of the outdoor project. All codes pertaining to the installation and constructing  that were applicable in 2016-2018. All documents showing inspections performed on the building in 2016 to 2018. The identity of all inspectors who performed inspections or are working on the building.,2260 Marietta Blvd. ORR,Open
2/11/2019,QCR-2019-00752,Commercial QCR,712 WEST PEACHTREE ST NW,Atlanta,30308,GA,United States,"SItework, utilities, streetscape and stormwater management controls to support the proposed office development",712 West Peachtree,Plan Inspection
2/11/2019,BE-201901725,Residential - Electrical,1004 REDFORD DR SE,Atlanta,30315,GA,United States,TEMPORARY POLE,RESIDENTIAL / ELECTRICAL - TPOLE,Issued
2/11/2019,BB-201901015,Residential Alteration,1630 BEECHER ST SW,Atlanta,30310,GA,United States,"INTERIOR AND EXTERIOR ALTERATIONS TO INCLUDE ROOFING, SIDING, NEW SHEET ROCK IN BATHROOM AND TILE.",ANDREWS - ALTERATIONS - XPRS,Invoiced
2/11/2019,BE-201901733,Residential - Electrical,1086 HEMPHILL AVE NW,Atlanta,30318,GA,United States,"Disconnect / Reconnect to replace meter, goes with permit #BE-201900531",CM COCHRAN DISC/REC,ACA Pending
2/11/2019,BB-201901018,Residential Alteration,2064 PRYOR RD SW,Atlanta,30315,GA,United States,"Interior and exterior alterations to include removal of hazardous non-load bearing walls separating dining room from living room, move toilet and plumbing in half bathroom to far right wall in same room, rull remodel of existing full bathroom, remove and repair drywall throughout, repair or replace existing windows and window seals throughout dwelling, update electrical panel and add several new lighting fixtures and wall outlets, converting #2 bedroom into bonus or media room, build non load bearing partition wall in den for master closet, converting sitting area off of master bedroom, run new supply and drain lines, replace doors, flooring, and painting.",MC3 REIG - ALTERATIONS - XPRS,Invoiced
2/11/2019,BM-201900798,Commercial - HVAC,521 CAPITOL AVE SW,Atlanta,30312,GA,United States,PHASE 2 LEVEL 1/ AKA 521 HANK AARONINSTALL NEW HVAC,COMMERCIAL/HVAC / PHASE2 LEVEL 1/ AKA 521 HANK AARON,Open
2/11/2019,BM-201900796,Commercial - HVAC,521 CAPITOL AVE SW,Atlanta,30312,GA,United States,PHASE 2 LEVEL 1/ AKA 521 HANK AARONINSTALL NEW HVAC,COMMERCIAL/HVAC / PHASE2 LEVEL 1/ AKA 521 HANK AARON,Open
2/11/2019,QCR-2019-00751,Residential QCR,997 ASHBY GROVE SW,Atlanta,30314,GA,United States,CONSTRUCTION OF A NEW SINGLE FAMILY RESIDENCE,NEW SFR,Plan Inspection
2/11/2019,BA-201901010,Arborist Complaint,1456 NORRIS PL NW,Atlanta,30314,GA,United States,Stop Work,Stop Work,Stop Work
2/11/2019,BP-201900929,Residential - Plumbing,2200 MAULDIN ST NW,Atlanta,30318,GA,United States,"INSTALLING SHOWER, SINK AND TOILET IN BATHROOM",RESIDENTIAL / PLUMBING,Issued
2/11/2019,BE-201901738,Commercial - Electrical,3872 ROSWELL RD NE,Atlanta,30342,GA,United States,"BRACK'S KITCHEN - SUITE #18BRENOVATION OF KITCHEN, OUTLETS AND LIGHTING INCLUDE 2-200 PANELS",COMMERCIAL / ELECTRICAL - BRACK'S KITCHEN SUITE #18B,Issued
2/11/2019,QCR-2019-00746,Residential QCR,662 BONAVENTURE AVE NE,Atlanta,30306,GA,United States,NEW SWIMMING POOL & DECK,SFR - SELLERS POOL & POOL DECK,Create Application
2/11/2019,BP-201900928,Residential - Plumbing,883 EDGEWOOD AVE NE,Atlanta,30307,GA,United States,"Remodel & addition  to existing structure Variable description 3 hose-bibs, 1 ice maker connection, 1 pot filler",883 Edgewood Ave NE,Online Permit Pending
2/11/2019,BP-201900918,Residential - Plumbing,3370 LYNFIELD DR SW,Atlanta,30311,GA,United States,"Install new gas water heater, 3 sinks, dishwasher, disposal, 2 pedestal lav., reset 2 water closet, replaced trim on shower valves, added 2 shock arrestors, and check valve on washing machine arm. add 2 tempering on tubs. Repaired T&P drain line. Ran camera to inspect sewer. installed 2 vacuum breakers on hose bib. Fix water leak on hose bib on front of house.",3370 Lynfield dr sw,Issued
2/11/2019,BA-201900997,Arborist Dead Dying Hazardous Tree,60 WARREN ST SE,Atlanta,30317,GA,United States,DDH,DDH,Accepted
2/11/2019,BA-201900999,Arborist Dead Dying Hazardous Tree,705 DARLINGTON CIR NE,Atlanta,30305,GA,United States,,,Accepted
2/11/2019,BE-201901729,Residential - Low Voltage,808 LULLWATER RD NE,Atlanta,30307,GA,United States,install low voltage wiring,Glazer Designs - Dodson,ACA Pending
2/11/2019,BP-201900919,Commercial - Fire Sprinkler,229 PEACHTREE ST NE,Atlanta,30303,GA,United States,Revisions to existing fire protection sprinkler system for tenant remodel.,Peachtree Ctr Mall / Plaza Lev Corr & CVS Storeroom,Routed for Review
2/11/2019,BP-201900912,Commercial - Fire Sprinkler,1155 PEACHTREE ST NE,Atlanta,30309,GA,United States,Relocating & adding sprinkler heads off the existing system for new tenant build out.,Pandora Media 14th Floor,ACA Pending
2/11/2019,ZLA-201900733,Business Licenses,767 TRABERT AVE NW,Atlanta,30318,GA,United States,"PARADISE FALLS PROPERTIES,LLC PROPERTY OWNERSHIP OFFICE USE ONLY","PARADISE FALLS PROPERTIES,LLC",License Approved
2/11/2019,QCR-2019-00754,Commercial QCR,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,Interior fit-up of previously permitted condominium building shell.,Peachtree Hills Place- Kingswood- Unit 411,Open
2/11/2019,QCR-2019-00753,Residential QCR,2387 BEECHER RD SW,Atlanta,30311,GA,United States,CONSTRUCTION OF NEW TWO STORY SINGLE RESIDENCE,NEW SINGLE FAMILY,Plan Inspection
2/11/2019,19-0062,Impact Fees - Fees,1914 BROOKS DR NW,Atlanta,30318,GA,United States,"CONSTRUCTION OF A NEW 2 STORY SINGLE FAMILY RESIDENCE W/ GARAGE, FIREPLACE,FINISHED ATTIC, REAR AND FRONT PORCH",PACIFIC GROUP -NEW SINGLE FAMILY RESIDENCE WSS 26-LITCHFIELD I-A-CO,FORMAL EST
2/11/2019,ZLA-201900723,Business Licenses,3565 PIEDMONT RD NE,Atlanta,30305,GA,United States,"CORE DISCOVERY COUNSELING, INC. - STE #510(CHANGE OF ADDRESS)PSYCHOTHERAPY PRIVATE PRACTICE (OFFICE USE ONLY)","CORE DISCOVERY COUNSELING, INC. - STE #510",License Approved
2/11/2019,BA-201901006,Arborist Complaint,1456 NORRIS PL NW,Atlanta,30314,GA,United States,ComplaintWorking outside of approved set of plans.,Complaint,Stop Work
2/11/2019,BP-201900916,Commercial - Fire Sprinkler,3393 PEACHTREE RD NE,Atlanta,30326,GA,United States,Revisions to existing fire alarm system for tenant remodel.,Lenox Square Space 3075A / Graybox,Routed for Review
2/11/2019,BM-201900789,Commercial - HVAC,521 CAPITOL AVE SW,Atlanta,30312,GA,United States,PHASE 2 LEVEL 1/ AKA 521 HANK AARONINSTALL NEW HVAC,COMMERCIAL/HVAC / PHASE2 LEVEL 1/ AKA 521 HANK AARON,Issued
2/11/2019,BA-201900996,Arborist Dead Dying Hazardous Tree,1349 GREENLAND DR NE,Atlanta,30306,GA,United States,DDH,DDH,Accepted
2/11/2019,BP-201900923,Commercial - Plumbing,270 PEACHTREE ST NW,Atlanta,30303,GA,United States,Plumbing,ISA suite 1900,ACA Pending
2/11/2019,BM-201900794,Commercial - HVAC,3330 PEACHTREE RD NE,Atlanta,30326,GA,United States,Including but not limited to duct alterations and installation of new terminal units and air distribution.,CRIF Solutions - Suite 200,Issued
2/11/2019,19-0063,Impact Fees - Fees,1282 PASADENA AVE NE,Atlanta,30306,GA,United States,"CONSTRUCT NEW SINGLE FAMILY RESIDENCE (2 STORY + FINISHED BASEMENT) + DETACHED GARAGE. NEW HOUSE TO INCLUDE A COVERED FRONT PORCH, FRONT & REAR TERRACE.FIREPLACE, POUR NEW DRIVE-WAY AT THE END OF CONSTRUCTION.",BOWERMAN - NEW SINGLE FAMILY RESIDENCE-CO,VOID
2/11/2019,BM-201900801,Residential - HVAC,2200 MAULDIN ST NW,Atlanta,30318,GA,United States,ADDING DUCT TO BATHROOM,RESIDENTIAL / HVAC,Issued
2/11/2019,BA-201901002,Arborist Dead Dying Hazardous Tree,126 WAVERLY WAY NE,Atlanta,30307,GA,United States,,,ACA Pending
2/11/2019,BE-201901730,Residential - Electrical,1125 MERRILL AVE SW,Atlanta,30310,GA,United States,Overhead temp power pole for fire damage to the house,1125 Merrill Ave Sw,ACA Pending
2/11/2019,ZLA-201900726,Alcohol Licenses,275 BAKER ST NW,Atlanta,30313,GA,United States,"HOTEL WITH MALT BEVERAGES, WINE AND DISTILLED SPIRITS CONSUMED ON PREMISES WITH CUSTOMER DANCING AND LIVE ENTERTAINMENT",HILTON GARDEN INN ATLANTA DOWNTOWN,License Approved
2/11/2019,BM-201900791,Commercial - HVAC,521 CAPITOL AVE SW,Atlanta,30312,GA,United States,PHASE 2 LEVEL 3/ AKA 521 HANK AARONINSTALL NEW HVAC,COMMERCIAL/HVAC / PHASE2 LEVEL 3/ AKA 521 HANK AARON,Issued
2/11/2019,ZLA-201900721,Business Licenses,135 AUBURN AVE NE,Atlanta,30303,GA,United States,EIGHTVILLAGE LLC / MAILBOX 219OFFICE - ARCHITECTURE,EIGHTVILLAGE LLC / MAILBOX 219,License Approved
2/11/2019,19-0064,Impact Fees - Fees,3155 STONEGATE DR SW,Atlanta,30331,GA,United States,"STONEGATE SUBDIVISION  / LOT 5  NEW CONSTRUCTION 2 STORY, WITH BASEMENT. ATTACHED GARAGE",STONEGATE SUBDIVISION  / LOT 5-CO,FORMAL EST
2/11/2019,ZLA-201900735,Business Licenses,144 MORELAND AVE NE,Atlanta,30307,GA,United States,"KIWIFUZZ, LLC / STE 14B #15HAIR STYLIST","KIWIFUZZ, LLC / STE 14B #15",License Approved
2/11/2019,ZLA-201900724,Business Licenses,2521 BANKHEAD HWY NW,Atlanta,,GA,United States,DETERMINED 2 WIN - SUITE #A (AKA 2521 DONALD LEE HOLLOWELL PKWY)T-SHIRT PRINTING,DETERMINED 2 WIN - SUITE #A (AKA 2521 DONALD LEE HOLLOWELL PKWY),License Approved
2/11/2019,BE-201901737,Residential - Electrical,287 SILVER SPRINGS CIR SW,Atlanta,30310,GA,United States,INSPECTION TO GET POWER ON,RESIDENTIAL / ELECTRICAL - GENERAL,Issued
2/11/2019,ZLA-201900714,Business Licenses,2457 MARTIN L KING JR DR NW,Atlanta,30311,GA,United States,BEAUTY CUTZBARBER SHOP (OFFICE USE),BEAUTY CUTZ,License Approved
2/11/2019,BA-201901015,Arborist Complaint,1462 NORRIS PL NW,Atlanta,30314,GA,United States,ComplaintWorking outside of approved scope/of plans,Complaint,Investigation
2/11/2019,LD-201900017,Commercial Land Development,946 MARTIN L KING JR DR SW,Atlanta,,GA,United States,LAND DISTURBANCE AND INFRASTRUCTURE FOR FUTURE ZAXBY'S,ZAXBY'S- LD,Routed for Review
2/11/2019,BB-201901016,Residential Misc. Non-Structural,4161 GLEN DEVON DR NW,Atlanta,30327,GA,United States,Install 260 linear feet of drainline system,Robert Fox Septic Field,Open
2/11/2019,ZLA-201900713,Business Licenses,1170 PEACHTREE ST NE,Atlanta,,GA,United States,OFFICE USE ONLY/ STE 1200,C & A TAX /STE 1200,License Approved
2/11/2019,QCR-2019-00744,Residential QCR,4161 GLEN DEVON DR NW,Atlanta,30327,GA,United States,Install 260 linear feet of drainline system,Robert Fox Septic Field,Create Application
2/11/2019,QCR-2019-00743,Commercial QCR,905 MEMORIAL DR SE,Atlanta,30316,GA,United States,"Interior alteration for a first generation restaurant tenant to include new walls, finishes, equipment and MEP inc. Gas Piping.",First Watch Cafe,Create Application
2/11/2019,ORR-201900251,Open Record Request,228 JAMES P BRAWLEY DR NW,Atlanta,30314,GA,United States,"Plans, BB-201808750",228 James P Brawley - ORR,Open
2/11/2019,QCR-2019-00742,Residential QCR,31 CHAPPELL RD NW,Atlanta,30314,GA,United States,DEMOLITION OF A SFR,DEMO,Plan Inspection
2/11/2019,BP-201900911,Residential - Fire Sprinkler,231 MILLS ST NW,Atlanta,30313,GA,United States,Fire Sprinkler System - NFPA 13R,Centennial Place IV (Block K-Building L1),ACA Pending
2/11/2019,BM-201900781,Residential - HVAC,1246 PLAZA AVE SW,Atlanta,30310,GA,United States,Replacing and Installation of HVAC system,Plaza Ave,Issued
2/11/2019,BE-201901724,Residential - Low Voltage,4249 BEVERLY LN NE,Atlanta,30342,GA,United States,install low voltage wiring,Glazer Design - Quiqley,ACA Pending
2/11/2019,BE-201901723,Residential - Electrical,982 REBEL FOREST DR SE,Atlanta,30315,GA,United States,complete rewire with new service and all wiring replaced.,Rebel,Issued
